"user_id","text"
"13563","An honest approach, liked the focus on reflection as an integral component of the application essay!!"
"2182","Good guidance from Ashutosh side. Thanks for your suggestion."
"9073","It was a beneficial session."
"3216","Really insightful conversation. A quick chat with Apurva can help you get un-stuck. 
Hoping more VCs and Experts open up their calendars and share their learnings as freely as Apurva."
"6581","She was very knowledgeable and guided me in the right direction. My career guidance session with her was amazing."
"2421","Nice meeting"
"11513","It was a very great session, got to learn a lot !"
"15819","It was nice interacting with you.
You give a good idea about how to do prepare things..how to do practice of questions."
"16736","very good"
"1060","The meeting was very informative, the content discussed and resources shared are beneficial and provide a good roadmap to undertake the journey as a data analyst."
"10837","Great experience and very helpful session.Thanks for guiding me."
"6223","I'm extremely satisfied with this conversation and your suggestion. Thank you giving time and it's my pleasure to invite post. And thanks again 🙏"
"5502","Amazing person to talk with, immensse amount of knowledge and learning!"
"13711","This session is good and learned about business funnels and how they do their experiments for  acheive the goals and retrieve data from the uncleaned data using sql."
"7083","The feedback was very insightful. It will help a lot. Thank you.

Well I am being greedy and want more, so, giving four stars to see better feedback next time ( though it deserves five stars :) )."
"6941","Highly knowledge overloaded session. He has given me really great tips.
I have been exposed to various different opportunities and I am overall very satisfied with the outcome."
"6898","Session was very helpful. She was very humble and nice during our interaction. She also explained me the strategy and flow for my preparation. Thankyou!"
"1060","it was good & informative."
"8073","Hitesh gave good insights on my questions. Really helpful"
"10837","Great experience and helpful session. Thanks for guiding me."
"9573","Thanks a lot for your valuable time and your guidance."
"15290","It was my first session here, and it was so worth it."
"18401","Great knowledge and great person"
"1060","It was very nice interacting with her! She is very knowledgeous and suggests the right direction."
"7904","Amazing, I cleared all my doubts. Thanks for all."
"5433","shivani mam gave me a very good guidance about my future, I think no one else could have guided me so well"
"4665","Great guy 💖"
"5349","It's been an amazing & insightful interaction with Mr. Aakash, quite valueable & got to learn multiple things in just a single discussion :)"
"4886","Great insights"
"1060","Session was very informational and useful"
"5669","Really helpful and insightful session. Career guidance with Aishit over frequent sessions (after every 1-2 months to monitor and evaluate progress) would definitely be fruitful."
"5669","Thank you so much Aishit for your time. I had a great time conversing with you, I had no idea that the conversation will turn out to be a mix of professional and unprofessional one. 
Today I got to know a totally different perspective and that too about food.
Also, I appreciate your calm and down-to-earth nature.  
Another habit I'd like of yours' is your adherence to schedule.

Well, I can say the best conversation I had till date with someone from Linkedin.

Thank you :)"
"3781","it was a helpful talk."
"3621","Motivating and surely cleared all of my doubts."
"15348","Divij is a good mentor. He understands what you need and provides learning path for upskilling yourselves. He also shares his way of learning and understanding things. Thanks for the wonderful session."
"9930","It was very helpful.... Also it helped me in clearing my mind regarding the choice filling"
"1351","It was great interview experience"
"13378","The way you guide not like mentor its like friend.durgesh have solution of every problem so if you are stucking then visit durgesh"
"11472","Udit Panwar is one of the best mentor i have met.
Looking forward to join more calls with Udit."
"2223","Amazing"
"6784","Her guidance was truly helpful. She is the best. I have already watched her youtube videos and reels and they are so so helpful. She patiently answered all my questions. Was happy to talk with her."
"4765","Webinar is Very useful and Covered all aspects of basis in view of multi database refresh approaches."
"13711","It really an amazing session… I learned lot of things from this session…. Thank you so much 😊"
"13647","Good to speak"
"14764","Awesome session"
"1060","It was helpful and informative"
"17753","I had around 3-4 sessions with her and I can say she guides really well all her advice were really amazing."
"15815","i"
"3820","Session was interactive and my query was answered."
"1060","Deeksha answered all my questions related to Transition to Data Analytics Career. She was very helpful"
"4135","I booked a session to practice for my System Design interview. The session was beneficial and insightful. Akhil guided me with a step-by-step process for approaching and solving the problem. He also shared some resources to prepare and tips at the end. The session was more helpful than I expected. I'm grateful for his help."
"10657","Very helpful connect. Thanks for the guidance"
"2788","Very supportive"
"1502","Thanks for the assurance and guidance you have given. Its was a great learning for me"
"13397","One of the best I ever had."
"14764","Karthikeya helped me with my doubts and interview process"
"13711","Beautifully explained. Cleared the doubts. English communication is fluent and understandable. I look forward to learn more sessions .."
"17753","it was a short talk but a really great conversation. I would advice college student to have her mentorship,"
"8295","Very knowledgeable and has a lot of tips and tricks for building a resume. Had a great session."
"1396","It was great to talk with Ashwani sir. Sir was very humble and helped me a lot with reviewing my resume."
"3108","Kritika is an awesome mentor. My mentorship session with her was highly interactive and I got invaluable insights and advice from her on all my doubts."
"7643","It was a very easy conversation with Shubham. His ideas and thoughts about the product are clear and he makes it easy for anyone to understand how to go about it."
"1556","It was good"
"11334","It was a great follow up interaction with Mr.Aashish like always!"
"7643","I've asked for clarity around Topmate's safety procedures and protocol. Either Aman or Shubham to get back to me in the next couple of days. Thanks. Interesting platform, definitely keen to explore and join!"
"9513","This session helped me gain a lot of insights about content creation on LinkedIn.

I learnt about, 'How to create batch content' and ""How to post content on LinkedIn"".

I also learnt the importance of experimenting, engaging in comment section, networking, posting time and the usage of hashtags."
"1272","The session was very insightful."
"4060","Nice"
"3820","It was a great experience"
"3781","Really insightful and received a lot of guidance to reach to a conclusive decision about my PhD."
"13711","Jahanvee is an Einstein of Career Intelligence!"
"5728","Very insightful."
"6332","The session was amazing and helpful as i was able to clear my doubts regarding further studies and Sir also encouraged to develop soft skills and develop Writing habit."
"13711","It was an amazing learning experience. Got to learn a lot about how SQL is used to solve real life problems. It would be great to have more such sessions.
Thanks!"
"7336","Great session! Aditi was very helpful throughout our call. She listened to all my questions very patiently and answered them very aptly"
"6784","Informative
Loving
Quick solution
Awesome tips
Open to help"
"664","Hi Sir,

It was really a great learning experience for me. Thankyou for sharing your experiences, I gained a lot of perspective about the field and work. 
Thankyou for appreciating me, that is really motivating to have this appreciation coming from you. 

Thankyou.
Ayushi"
"13772","Great :)"
"1577","Was good to catch up! Nice platform"
"5669","I had great time talking & exploring paint points about my resume, he aptly pointed out many things I was missing !"
"85","Good"
"10344","The session was helpful"
"13711","Loved the session. First time I saw where the instructor gave personal attention to solve each and everyone's problems. It was not just a one to many session but interactive one. 

Balanced focus on both the technical and business aspect. Towards the end , Jhanvi's assistance for future help, talk back and referral was a kind gesture that not many people do.

Suggestion - break could be provided in between but kudos to everyone involved in it. 

Regards, 
PIYUSH SHARMA"
"16759","It was a wonderful session with Raj Batra sir I got to many such things
I was not aware off ! he helped me to deal with my blindspot of engineering with some analogies 

it was an insightful session for me !"
"7083","He explained everything in detail and resolved all my queries. Will definitely get in touch with him in the near future for any doubts ."
"1396","It was a wonderful session and I learned the career path which I really required. Thanks for your guidance."
"4308","Awesome Interview"
"1351","Thanks so much Chandan! 
From today, 1 hour daily minimum grind, Will see you on December 15 and tell you about the progress. 😃"
"13236","Thanks for providing such a nice discussion. After talking to you I got more clarity that how I can improve myself. It was an amazing experience having discussion with you. Thanks a lot."
"1908","Really nice session worth the cost,  help me understand my current state and what I need to do to improve it."
"3621","It was a detailed session wherein the mentor gave honest and important advice from his personal experience and recommended some useful pathways which will be very helpful for a beginner in Data Science."
"1556","It was very awesome experience."
"9930","it was good"
"13772","Doing a Very Very Great Work, give proper guidance to those who needs it very most..m very interactive and knowledgeable session.very good"
"7529","Very honest and genuine advice!"
"16736","Mock with Mehul was really helpful in terms of figuring out weak areas, He asked in great details about my approach, dry run and time complexity which was really great."
"1396","very nice session.thank you Ashwani for your time"
"4422","Good to have a conversation with Niharika mam.."
"7826","Amazing!"
"8030","I had a great time with Ananya and conversation was really helpful."
"2416","It was really good talking!"
"9002","A really amazing session worth the money. It was an amazing session where I got to learn a lot about the rooms where I can improve. I would highly recommend Rakesh's session to everyone who is preparing for their interviews and wants career coaching. The CV review session was also great where we deep-dived into how recruiters look at skills to scope out behavioral questions. The coaching is worth every second spent."
"3499","Best"
"1396","It's like talking with my friend.Nice and clear view"
"10893","Rishi sir is humble calm and composed.He is keen listener and always he wants to address something which he has experienced he is always wants to deliver what he has achived with his experience it was very fruitful to opt session 
Thank you sir"
"902","It was a great and informative session.
Ashutosh understood my questions first and then calmly replied to all of them.
I highly advise this to anyone looking for any help in Data engineering field. He is an expert in the field."
"7781","Thanks for your time and cooperation. The session has been quite informative for me."
"85","His personality and aura is really Amazing. 
I was able to connect with sir within a span of very short interval. 
Really looking forward for these amazing connects"
"4541","It was an amazing discussion, about mentorship she understand very clearly my expectations and concerns. She answered all the questions which I was looking around for some time now.

An amazing person with down to earth attitude."
"7357","Really appropriate uma shankar's detailed explanation and tips for interview preparation.my confidence level got little boast after talking with him so briefly. I'm happy for connecting with him and got into conversation in a very professional way."
"10029","I have learned a lot of  important  information about interviews, and this session add me a new looking aspect to  interviews via help of Chaubey. 

Thank you very  much for this precious meeting!"
"11269","He was very humble, like I was only there to be connected with him and it was my pleasure to be connected with him on a call, suggested me to concentrate on my studies and wished me to become successful in future."
"4644","Was very helpful, understanding and also showed me the right path to follow
Very happy:D"
"13711","Awesome session. Beautifully cleared all concepts in SQL. Case study and business logic was made clear. Thank you Jahanvee. Look forward to more sessions like this in the future."
"9851","It was a very helpful session... Looking forward to more such guidance from you."
"5009","Vivek is a very nice person with good experience and knowledge. He has cleared all my doubts and suggested a proper structure to follow. And even reviewed my LinkedIn and gave feedback on it. I definitely will be coming back to retake his help whenever needed."
"16736","Mock with mehul was really helpful in determining weak areas. Thank you"
"7268","really great"
"10029","I have learned a lot of  important  information about interviews, and this session Add me a new looking aspect to the interviews via help of Chaubey. 

Thank you very  much for this precious meeting!"
"1556","It was great experience. Thank you sir"
"13397","Pooja is a very experienced person to talk to about the software engineer career. We had a healthy discussion about DSA and finding patterns. She gave me valuable advice. Thank You"
"1351","Chandan is an inspiration for me . He is humble and great to consult for advice regarding career and problem solving . It was a total value add for me and I would suggest anyone confused about career to consult with Chandan . 100% Amazing !"
"1060","Really it was a wonderful sessions for me . keep doing it"
"1487","Praveen did a good job in explaining about the tools and technologies and articulated the path to prepare.
It was very informative and looking forward to collobarate with him to achieve in my job search."
"8925","Session was definitely very helpful, thanks to Praveen."
"4526","It was very helpful discussion."
"15150","I know Piyush Sir from my the time I started my career . He had been a team lead of one of our teams at Mphasis . He had a great approach towards addressing issues whixh was very admiring.  The conversation was positive and I look forward for a new career level by including Piyush Academy into it. Thank you so much and long way to go........

Regards
Rahul Dey"
"7268","Cleared all my doubts. Brief and meaningful conversation."
"2123","He guides people in a right direction according to the candidate's situation. Good mentor for sure."
"1060","Excellent session"
"1556","Excellent!"
"18401","It was really good. He explained everything in detail what to do and what not to do. He helped me plan my roadmap."
"7336","It was wonderful session with you Aditi.  after having a discussion with now i am much more confident about the data analyst. keep supporting people with you knowledge and guidance.

Thanks a lot Aditi for clearing all my doubt."
"10594","He is knowledgeable and genuinely intends to guide .. Good conversation with you Sumit today👏👏👏"
"9998","Great session that elaborated details."
"7826","Thanks for doing this Amit, I got a lot of insights on approaching PM roles and realized the mistakes that I have been making. Great session."
"1556","Good"
"13772","I am in my final year and till now I haven't seen anyone who is so friendly and helpful. Even my seniors don't reply to the messages. Aditya Sir is a very nice and polite person. I was feeling very low before the session, but after speaking with Aditya Sir, I am feeling better and have faith that I can do better in life.

Thank you so much."
"7694","provided some really helpful tips in optimizing my resume. overall a great session."
"13432","Vedant is very helpful and looks to help you on all possible ways. He will understand your queries and let you know his thoughts. The session was super productive."
"4665","Great experience. Thankyou for the session and your feedbacks. 🙏"
"1487","The session was very helpful and sir was really nice explaining each and every doubt we have and he gives clear guidance how to start and where..thank you so much sir waiting for your bootcamp to start"
"12318","Great experience , Thank you! You have huge knowledge"
"4021","Amazing session with very valuable insights. I will definitely book another session soon!"
"13397","Very insightful session and find some useful approaches, Thank you so much Mam."
"9225","Aathiya was very professional and patient in answering my questions. Her insights are a great help to those who are looking to pursue education in Ireland."
"6223","The session will make you think and make your decision by yourself. Was really productive and interactive."
"1060","It was amazing session. I got to know things which I wasn't aware of .
I thanks deeksha ma'am for this amazing session"
"12144","It was a great and very informative session. Every doubt of mine has been cleared in detailed way and he guided me how can i prepare for placements in effective manner. I am really thankful to him for this great session."
"3781","Thanks, Avishek for a great session. It was very easy to discuss my ideas with you. Also being a working researcher your insights were the spot-on information I was looking for about research opportunities."
"2984","Nice"
"1060","The webinar is full of information and totally worth it!"
"1060","It was awesome and thank you so much for the clear guidance and clarifying all questions with patience. Please keep up the good work and maintain the same ☺️. Thank you so much for such initiation🎉."
"1060","It was a great session, it cleared all my doubts on how can i start my career in data analytics as a fresher. Thank you Deekha mam :)"
"6888","Had a productive discussion with Shubham on Frontend Interview preparation. He gave me the best possible solutions for all the interview hardships that I have faced. Now I am confident that I can tackle any frontend interviews. He understood my needs very well and gave me the best preparation strategy to crack the interviews. Thanks Shubham😍🤩"
"11391","Wonderful conversation with Piyush. It helped me in understanding the path I need to follow in my career."
"1060","It was really informative. Thank you for recommending all the possible ways/resources to get ourselves prepared for the job. Thanks a lot!"
"4970","Thanks for this amazing session, the way you cleared all my doubts, it was really insightful.
Hopefully more sessions to come in the future ☺️"
"9234","It was very helpful session, thanks for help and your prestigious guidance"
"1060","The session was good and informative."
"1060","I really got a good insight about data analytics."
"1060","Deeksha is well knowledged to answer all the doubts regarding Data analytics. I have got the clear roadmap for my career after the session"
"4384","Amazing mentor, and was patient throughout the call and explained each thing properly, without any haste."
"12318","He has excellent knowledge on enhancing LinkedIn profile. 
I highly recommend him for his service.
He is very realistic and optimistic person,I have ever met."
"4944","Tanu was super-helpful with her crisp insights on the product role! Getting advice from an experienced person like her is really useful for someone at an early stage, highly recommended!"
"15882","Had a great conversation and discussion."
"5039","Great platform for 1:1 interactions with influencers."
"4066","Hi Souvik
It was a great session with you. You are really a very nice person and so humble. You cleared all my queries what I had and showed me a right path for my better future.
Thanks a lot."
"7083","The interviewer was very polite and asked relevant questions from DSA and CS fundamentals which one may find in real interviews of Big tech companies. It was a very rewarding learning experience."
"10317","Good man....and he cleard my all doubts.....Thanks for this 🙏🙏🙏🙏"
"1060","Its one of the best session mam clear my all the doubts."
"1060","Deeksha provides a good Overview of the Data Science field. 
Keep it up Deeksha!!!"
"6581","It was an awesome, helpful interactive session. Hope to have more sessions in future"
"8704","Appreciate his suggestions and efforts as well as he is really helpful"
"9102","I had a good session with Aniket, he helped me with my Resume from scratch and got to know about various job portals. Overall a valuable session."
"7083","The interviewer was very polite and asked questions from DSA and CS Fundamentals which one would find in real interviews of big tech companies. It was a very rewarding learning experience."
"1664","I had a great talk with Rohit, got some suggestions on my resume, and also about career guidance."
"13647","very informative session"
"11955","it was good talking to karthikeya"
"15882","The conversation was great. Rohan answered my queries in a great way."
"5039","It was a wonderful meeting your valuable advice will surely help me"
"7336","Much needed 1:1 mentorship required.
She is really genuine and doesn't manipulate for buying her course."
"3615","He is very good and genuine."
"7336","Good"
"4021","I had a great session with Paras. He gave me reviews that I could not have figured out by myself. I am very grateful for the feedback I received from him. I strongly recommend him if you want to get better at performing interviews."
"15839","Very helpful and got clear idea on next step towards job switching. Thanks for clear explanation."
"14615","That was really an awesome session with Gourav bhaiya and I really got what I was looking for."
"1060","Hii Shrutika here 
 It was lovely talking to you ma'am. Thank you for this guidance."
"13389","Great suggestions and insights. Thanks :)"
"5473","Good feedback"
"265","I loved the session will implement all the tips"
"1060","The session  was very good .."
"14615","Conversation was helpfull, Gaurav bhaiyya listen my all queries and doubts carefully & then suggested me lots of important things regarding my resume as I was having many doubts on my resume. So I will look forward regarding some projects I have to do so that I can add it to my resume.thank you.."
"1060","Very useful and informative session by Deeksha mam. Looking forward to join the  course"
"75","It was a great session with Ankit , got a proper idea about the platform. I must say it's a very helpful platform."
"4479","Pradip was very professional and understood my needs perfectly, giving me precise and thorough advice. He directed me to useful resources to achieve my goals and said he was available for some future follow-up.
A big thank you!"
"9930","Thank You"
"13397","She was having a lot of knowledge. She has a proper knowledge of how to prepare for questions especially for interviews, rather than competitive coding.It was a healthy discussion with her on almost all the touch point areas."
"13756","Wonderful Session, lot of guidance received. Thank you Rajeev. You are doing a great work"
"1556","The interview is worth taking. And the feedback part is awesome . Looking to see more mock interview with the interviewer."
"1060","Thanks deeksha for the wonderfull and power packed content about data analyst . The webinar  was very helpful  to find my career in data analytics and where to start . Once again thanks for the wonderfull  session."
"10029","Superb İdea!"
"12328","Congratulations is nicely"
"10657","It was greating talking to you Gaurav. You made me clear for my path."
"10460","His personal suggestions for my project development helped me a lot to understand the project and built the project more flawlessly."
"11398","Amazing Session. Sir Cleared all my Doubts."
"12645","It was really great talking to Sheenam. She was so patient and Cleared most of my doubts. Thanks a lot :D"
"4332","This was a very informative session with Ritesh sir. He explained all the things very calmly and nicely.

Thanks :)"
"7643","It was a great time!"
"13397","Had a helpful discussion. Was suggested steps and resources for my goal of getting into good companies."
"7643","Great"
"10111","It was a great conversation got to know amny things thankyou"
"1556","Amazing guidance regarding the problems and analysis"
"13378","Hey, I am Manikanta. Just now completed a call with durgesh regarding Data Analyst Career Guidance. I had an amazing conversation with him. If any of the people have any doubts about data analysis, please do connect with him."
"4641","Sorry to say this. I didn't get much guidance or feedback. I was expecting a step to step preparation steps. I got only few suggestions on how to prepare for DSA. During the meeting Ankur was in hurry to finish the meeting early."
"18118","I had a great experience. Jaideep really sounded like he new his way around . Also he shared his experience how grew from zero to the level he is now .. still growing... . I'll look forward to talk to him again"
"1060","Good
Helpful 🙂"
"1060","Amazing"
"1060","The session was indeed insightful and gave clarity. Thanks to Deeksha for taking this initiative . Looking forward to more such sessions."
"7268","It was really very much helpful. You would be getting great insights after interacting."
"1556","Good but not utilized full time and managerial round is not taken"
"13250","It was very wonderful experience talking to Alok Mishra, I got lots of guidance for my Placement preparation.
Thanks topmate for providing this opportunity."
"1556","good experience"
"11413","Mohit shared me very targeted and actionable feedback in a super crisp manner.
His feedback clearly shows the experience he has in looking at several resumes from a hiring manager point of view. It was very helpful for me."
"19118","Shaswat was very helpful during my resume review, gave me some important points to improve the resume and correct small mistakes."
"2171","Good"
"1502","Thank you Manohar Sir for your advice."
"2321","Excellent conversation"
"1060","Helpful 🙂 and great"
"1556","Nice"
"1351","It never felt like we talked for the first time. The kind of guidance and the path he said was amazing. Best part was his way of interaction. The way he listens to your journey and then advices you is worthful."
"7529","Very insightful and useful"
"7083","Raja has a great technical knowledge. Received an awesome feedback. He even pointed out an small issues too that is what we need from mock interviews."
"7409","It was a very helpful session 🙂"
"12871","I had a great interactive session with Deepak! The session was helpful in addressing the path/approach to follow while solving the data-related questions. All the questions were answered to the point & he made sure to give suggestions in accordance with the interviews. Thank you Deepak!"
"1060","It was a fruitful lecture. Got satisfactory answers to my queries"
"2171","Good"
"4763","It was very useful... Thanks anna"
"23591","Vignesh has given very good suggestions on my resume how to make it much better. I will highly recommend him."
"7826","Really helpful session. In 30mins, I got all my queries solved and got some helpful leads as well.
Thank you sir for the 1:1 session!!!"
"2135","Great session !"
"10783","Really nice person . He knows a lot ! Keep doing good work"
"5677","Very good insights and got to understand future opportunities in Germany after masters"
"7409","It was great helpful session 😊.  Glad to have a contact with him"
"15021","I found the interaction helpful. Thanks Arun"
"5728","Thanks a lot, It was a very insightful session."
"2171","Good"
"6898","Hi Arnabi,
Really appreciate your support!
It was a great interaction.
Wishing you all the best 💐"
"19387","Pinaki has great knowledge about interviewing and resume preparation. He clarified all my doubts and genuinely advised me."
"1060","It was really helpful and the way she gave the guidance was great..."
"7878","The session was really awesome..."
"13772","It was a great meeting with mentor. All queries are resolved by him. He is very humble person. I am very happy and feeling motivated and exited to next meet. Thanks"
"9314","A pleasure talking to you Nipun. You're someone whose cordial, learned and helpful. Thank you!"
"10236","Thank you shubham, this session Helped me a lot!"
"16069","Great guy! Loved the way he helped me deal with things. Super helpful"
"14947","Amazing person. He is willing to go to lengths to help students in need. Although the services he provides are cheap, they are highly beneficial. Thanks"
"1263","thanks a lot Shreya for helpful career advice use of fueler dsa importance"
"5009","Amazing guidence by Vivek sir .also given proper roadmap to get into PBC very less time."
"18941","If you want to learn something that can help you retain customers, then Abhishek is the right person you can connect with."
"943","Had a great time. Got to learn a lot of things and got great suggestions and advice which I can improve and work on. Really amazing guidance."
"1502","Manohar sir was very calm person and whatever suggestion/guidance he gave me was very helpful .I was not happy with my current job profile .After his guidance,my confidence got boast up and now I am very clear about how should I proceed further .Thank you Manohar Sir."
"9761","Aadil guided me on what actions to be taken to achieve me goal.
It was a nice conservation and will help me a lot"
"9930","Excellent mentor"
"18118","The call was awesome. I had a fantastic time. Jaideep sounded as if he knew his way around. He also described his journey from zero to the position he is currently in."
"7972","It was a great session. Loved how the discussion went on effortlessly. Atharva gave very useful insights about the CV making process and cleared all my doubts regarding it."
"7255","The session was good and worth it, received good tips on resume building."
"4944","It was a great conversation with Tanu. She helped me get a different perspective on where I am going wrong with my interviews."
"22842","Great Conversation..!"
"4004","Meeting did not happen. No one joined"
"7268","Nice talking with you."
"4422","Nice motivating session, handful of tips"
"1351","Great session, Thank you so much for your time."
"10562","He is the best person to interact with . Bakhtiyar helped me with few questions, i have in my mind . A great mentor and a great person. 

Thanks bakhtiyar for you time ."
"1060","Glad that I got to attend the webinar. It was really helpful to get a clear insight of how to start with data analytics. Really people who want to switch career or even restart their career with data analytics can cent percent attend this webinar as Deeksha gives clean and clear picture of aspects of career in data analytics as well ways to enhance your growth in it if you are already made your career in it.
Thank you."
"380","He was a great person. He solved various doubt i had. He created a plan and had concreted step to help me"
"380","He was great. He solved all my doubt"
"1487","He gave good suggestions which I am going to follow."
"4763","i had a great conversation with my mentoring idol.
sure someday down the line i wish to be him guiding others..
the hierarchy will follow...
vidhai akshay potadhu..

thanks to him whole heartedly."
"7357","It was a great connect with you. I appreciate your expertise on the and felt very positive about my career. Thanku so much for your guidance."
"10460","It was a great experience for me. I've learn more about the analysis process."
"4384","Good explanation worthy to talk."
"13378","Durgesh have knowledge about his domain very well and can guide the mentees in a very good way"
"13432","Had a good session . Helps a lot!"
"2131","Ayush was able to help me.The session was helpful to me."
"5420","Hi Ishita,
It was great talking to you. I really got some clarity on what my next steps should be. You are such a good listener, thanks for all the feedback and advice. 
Loved your energy and positivity."
"7948","I got a very good resume review and a wonderful framework for the product design question. He gave excellent suggestions and feedback. I loved conversing with him."
"7118","I recommended take a mock interview with Roshan. Especially juniors and middle devs"
"6898","Good conversation.
She gives clear guidance."
"5550","It was a great experience"
"4616","Speaking to Megha, really boosted my confidence. She is very friendly  and make sure to clear all of your questions. Im glad to connect with her. 
Thanks a lot Megha :)"
"7948","It was great talking to Akash. He gave me insights on my weakness and the areas to improve."
"6769","Sagar is a good communicator, listener, calm and kind. He interprets the probelms and answers according to the experience he has gained as per industry level knowledge.
Would love to keep interacting with him frequently."
"1556","It was very helpful for me as I came to know about the areas where I need to work more"
"11507","nice"
"18134","good informative session"
"16093","Very interesting session with good examples.
Would like to hear more 
Thanks Abhishek"
"6356","Super grateful to Nishtha for taking out the time to do this. It was really insightful and cleared up a lot of the doubts I had. From choosing the right school to simplifying the application process, she explained everything in depth. I was fortunate to have come across this."
"8161","Had a great conversation with Rajat . All  my doubts were clear ."
"1556","It was a Great conversation."
"11507","nice"
"10998","The session was very informative; he explained everything, such as what my resume lacks and how to improve it."
"15059","Ravi was punctual and he explained the topic of credit cards in a fairly simple manner. He gave some actionable insights which will help me manage my future spends well. Highly recommended!"
"1396","Great"
"2171","Thanks for the counseling. It was a great experience talking to you. My doubts are cleared now. Thanks"
"4004","It was a great session with Priyanka.
She is very kind and really knowledgeable."
"75","Delightful"
"16909","In this discussion, I get to know about the expectations from the candidates by company . It was a wonderful session. I have learned a lot about interview preparation."
"4974","Had good initial  meeting,"
"7972","The meeting was very useful and i got a lot of valuable feedback on my resume."
"10111","that was very minfullness"
"8704","Before this meeting, I was not confident about myself, bcz I did not have any roadmap.

Thanks, Naveen bhaiya for giving me A roadmap and answer to my confusion."
"9930","Good"
"13897","Had a good conversation on my resume improvements, road map on Risk & compliance role in future."
"16093","Good"
"16093","It was a great session. Knowing the real world problems and practices really helpfull for preparing. Thanks for your valuable guidance."
"2421","Good"
"1556","This was very interactive and informative session. love it."
"5900","Awesome!"
"4004","Thank you so much for your time and insight. It was extremely helpful."
"5119","It was great speaking with you Mr Jayesh Patil"
"9930","Good"
"10387","It was an amazing session where I got to learn a lot about the rooms where I can improve. I would highly recommend Vivek's session to everyone who is preparing for their interviews and wants career coaching. The CV review session was also great where we deep-dived into how recruiters look at skills to scope out behavioural questions. The coaching is worth every second spent."
"13897","One of the best conversation on career guidance; workLife balance."
"1060","Good Session. Told how the process work"
"15882","Loved interacting as it was quite an Insightful on the domain and helped to clear the doubts related to it . Thanks !!"
"15882","Loved interacting as it was quite an Insightful on the domain and helped to clear the doubts related to it . Thanks !!"
"16093","Good"
"4308","I too got a lot of experience in the mock interview. Thank q sir"
"8075","Great Interaction. Thanks a lot for guidance."
"8024","It was useful for me.. thanks pooja mam..I feel like I wil improve my communication after talking with you..and wil follow up what's you said ... thanks 🙏"
"5119","It was great speaking with you Jayesh. Thank you for all the guidance given by you."
"7904","I had many doubts about the things I should focus on to take my career to the next level, It was quite fun discussing things I should do as an engineer to make progress and the session helped me quite a lot. Thanks again Nikhil for your time!"
"6558","Asif helped me create an action plan for the next 1 year and gave me ideas about the smaller parts of the tasks as well. Very insightful. Moreover, Asif also gave me pointers on how to work on my non profit aspirations."
"2520","I had a very insightful session with Abhinav. I like the way he solves the problem in prioritizing and structural manner. The whole session was very helpful for me."
"18985","It was a nice conversation"
"1408","It was quite good. I was able to get a clear picture of what should I do and how should I do it.
I seriously want to thank Aayushi for listening to me with such patience and only then giving me suggestions. It was really helpful."
"17833","Avinash is very kind and having lots of patients to listen your query and provide valuable guidance towards career."
"13711","This session was simply amazing and I really appreciate your patience because the way you were trying to put in your efforts not just in explaining the process but also to make the session more interactive. I really liked the way you prepared all the ppts, data sets and the resources to refer not just for better understanding also for future references keeping in mind that how can it benefit the attendants. Thank you for solving a real world problem. It helped in gaining more clarity that how things work in real time and also gave a better understanding of how we can decide and select a project. 
Thanks again Jahanvee. I enjoyed it 😊"
"8075","Deepak bhaiya gave a clear path to me that how should I prepare for placements and also clearly explain other important stuff for placements. Thank you Deepak Bhaiya"
"7904","I had many question around things I should do to take my career to the next level, It was quite fun to talk with Nikhil and come up with a plan to progress in my career and be a better engineer. Thanks, Nikhil for your time!"
"5119","Good"
"10657","Got a genuine feedback on my resume on how to tweak it to get a call from interviewer and also received guidance to utilise my existing skills to land a job and start my career in data industry. 

Looking forward to crack a interview and land a job of product/service based company.

Thanks a ton !!! Gaurav Sir..."
"9972","Was great connecting with him"
"1556","It's best platform to  built our confidence."
"7465","It was a very good call.,"
"14638","I had a great time speaking with Pummi during this webinar. She has excellent knowledge of freelancing and LinkedIn. The content she shared will surely benefit me to grow as a freelancer on LinkedIn. 

Will highly recommend her services."
"757","The meeting was really helpfull as his guidance helped me a lot!"
"5119","It was great meeting you"
"4422","Very motivating and good tips provided by niharika, will go for another session for sure"
"13772","Very elaborative interaction with Aditya, he explained end to end process for cracking good PBC, hoping to get more mock interview experience with him."
"1060","Amazing sessions"
"1060","Glad to join, Very Informative"
"2907","He guidance really gave me a lot of confidence. One of the best mentors out there"
"9930","All the doubts were cleared thoroughly ❤️❤️❤️"
"25681","Nice"
"75","Best mentor Mr. Ankit sir"
"5119","Good"
"10416","Amazing, insightful and candid conversation. Very focused suggestions provided to work on. It was very helpful"
"9930","The session was extremely helpful and we got clarity of the way forward. Further expecting a seat preference order as discussed during the call. Thank you."
"9573","It was a great experience for me talking wit Prerit, I got to learn a lot as a newbie. Thank you for this lovely session."
"9127","Very informative and useful"
"8295","This mentorship session was very helpful for me to understand where to focus my energy on.I am now less worried about recession and more focussed on doing DSA in a better way.Pulkit's to the point answer made me realise which areas to focus on."
"85","It was really really worthy conversation with Mr Mehta."
"16054","Very insightful information and guidance by Yajur. He taught me how important Product Mindset is."
"14172","Great chat with her. She has a really good knowledge of data field thanks ambika"
"9596","Thank you lalit sir
It was wonderful session with you"
"6888","Great guidance and troubleshooting doubts. Thanks man!"
